"artist","firstName","gender","itemInSession","lastName","length","level","location","sessionId","song","userId"
"The Killers","Matthew","M","31","Jones","344.78975","paid","Janesville-Beloit, WI","461","Everything Will Be Alright","36"
"The Morning Benders","Layla","F","7","Griffin","235.20608","paid","Lake Havasu City-Kingman, AZ","407","Wet Cement","24"
"Bon Iver","Kate","F","33","Harrell","186.122","paid","Lansing-East Lansing, MI","633","Creature Fear","97"
"Kelly Clarkson","Layla","F","8","Griffin","281.5473","paid","Lake Havasu City-Kingman, AZ","407","Already Gone","24"
"Children Of Bodom","Matthew","M","32","Jones","284.96934","paid","Janesville-Beloit, WI","461","Hate me !","36"
"The Black Keys","Kate","F","34","Harrell","191.76444","paid","Lansing-East Lansing, MI","633","Howlin For You","97"
"The Perishers","Kate","F","35","Harrell","234.16118","paid","Lansing-East Lansing, MI","633","Pills (Live)","97"
"Train","Layla","F","9","Griffin","239.93424","paid","Lake Havasu City-Kingman, AZ","407","Meet Virginia","24"
"Barry Manilow","Matthew","M","33","Jones","187.48036","paid","Janesville-Beloit, WI","461","Can't Smile Without You","36"
"Mary MacGregor","Matthew","M","34","Jones","218.20036","paid","Janesville-Beloit, WI","461","Torn Between Two Lovers","36"
"Alex Gaudino Feat. Shena","Layla","F","15","Griffin","174.70649","paid","Lake Havasu City-Kingman, AZ","407","Watch Out","24"
"Passion Pit","Layla","F","16","Griffin","174.75873","paid","Lake Havasu City-Kingman, AZ","407","Sleepyhead","24"
"The Academy Is...","Matthew","M","35","Jones","248.45016","paid","Janesville-Beloit, WI","461","Every Burden Has A Version (Bonus Track)","36"
"No Te Va Gustar","Layla","F","17","Griffin","263.36608","paid","Lake Havasu City-Kingman, AZ","407","Al VacÃÂ­o","24"
"Jadakiss","Matthew","M","36","Jones","192.13016","paid","Janesville-Beloit, WI","461","Kiss Of Death","36"
"Coldplay","Layla","F","18","Griffin","268.30322","paid","Lake Havasu City-Kingman, AZ","407","Yellow","24"
"Markus KrunegÃÂ¥rd","Matthew","M","37","Jones","185.5473","paid","Janesville-Beloit, WI","461","Genom tunna tyger","36"
"Expensive Soul","Matthew","M","38","Jones","242.78159","paid","Janesville-Beloit, WI","461","ÃÂ Aqui Que Se Passa Tudo","36"
"Billy Squier","Layla","F","19","Griffin","282.04363","paid","Lake Havasu City-Kingman, AZ","407","Lonely Is The Night","24"
"Eminem","Matthew","M","39","Jones","268.5122","paid","Janesville-Beloit, WI","461","My Name Is","36"
"Bright Eyes","Layla","F","20","Griffin","190.11873","paid","Lake Havasu City-Kingman, AZ","407","Drunk Kid Catholic","24"
"The New Pornographers","Matthew","M","40","Jones","272.71791","paid","Janesville-Beloit, WI","461","Go Places","36"
"Craig David","Layla","F","21","Griffin","255.60771","paid","Lake Havasu City-Kingman, AZ","407","Fast Cars","24"
"The Strokes","Matthew","M","41","Jones","278.64771","paid","Janesville-Beloit, WI","461","On The Other Side","36"
"Andrew Bird","Layla","F","22","Griffin","305.81506","paid","Lake Havasu City-Kingman, AZ","407","How You Gonna Keep 'Em Down On The Farm","24"
"Against Me!","Chloe","F","0","Cuevas","160.67873","paid","San Francisco-Oakland-Hayward, CA","648","Sink_ Florida_ Sink","49"
"Melendi","Matthew","M","42","Jones","218.22649","paid","Janesville-Beloit, WI","461","Quiero Ser Feliz","36"
"Belanova","Layla","F","23","Griffin","205.50485","paid","Lake Havasu City-Kingman, AZ","407","Escena Final","24"
"Xavier Rudd","Chloe","F","1","Cuevas","252.00281","paid","San Francisco-Oakland-Hayward, CA","648","Let Me Be","49"
"Eric Church","Matthew","M","43","Jones","190.64118","paid","Janesville-Beloit, WI","461","Guys Like Me","36"
"Tub Ring","Chloe","F","2","Cuevas","233.69098","paid","San Francisco-Oakland-Hayward, CA","648","Invalid","49"
"Alison Limerick","Matthew","M","44","Jones","416.02567","paid","Janesville-Beloit, WI","461","Where Love Lives (Come On In)","36"
"Godsmack","Chloe","F","3","Cuevas","543.52934","paid","San Francisco-Oakland-Hayward, CA","648","Voodoo","49"
"Erin McKeown","Matthew","M","45","Jones","180.1922","paid","Janesville-Beloit, WI","461","La Petite Mort","36"
"El-P","Matthew","M","46","Jones","289.33179","paid","Janesville-Beloit, WI","461","Poisenville Kids No Wins","36"
"Race Horses","Chloe","F","4","Cuevas","120.73751","paid","San Francisco-Oakland-Hayward, CA","648","No Man's Land","49"
"Juanes","Chloe","F","5","Cuevas","207.20281","paid","San Francisco-Oakland-Hayward, CA","648","Rosario Tijeras","49"
"Coldplay","Matthew","M","47","Jones","200.93342","paid","Janesville-Beloit, WI","461","Cemeteries Of London","36"
"Naast","Chloe","F","6","Cuevas","175.85587","paid","San Francisco-Oakland-Hayward, CA","648","Coeur De Glace","49"
"Nickelback","Matthew","M","48","Jones","238.18404","paid","Janesville-Beloit, WI","461","Far Away (Album Version)","36"
"Cartola","Matthew","M","49","Jones","127.242","paid","Janesville-Beloit, WI","461","Tive Sim","36"
"Cascada","Matthew","M","50","Jones","302.91546","paid","Janesville-Beloit, WI","461","Truly_ Madly_ Deeply","36"
"Rihanna","Jayden","M","0","Fox","208.40444","free","New Orleans-Metairie, LA","665","Te Amo","101"
"Martin O'Donnell And Michael Salvatori","Matthew","M","51","Jones","185.80853","paid","Janesville-Beloit, WI","461","Reclaimer","36"
"Lulu","Matthew","M","52","Jones","131.60444","paid","Janesville-Beloit, WI","461","Where Did You Come From (2002 Digital Remaster)","36"
"Shinedown","Matthew","M","53","Jones","191.05914","paid","Janesville-Beloit, WI","461","Cyanide Sweet Tooth Suicide (Album Version)","36"
"Cage The Elephant","Matthew","M","54","Jones","147.59138","paid","Janesville-Beloit, WI","461","Drones In The Valley","36"
"Interpol","Matthew","M","55","Jones","299.72853","paid","Janesville-Beloit, WI","461","Rest My Chemistry","36"
"Passenger 10","Chloe","F","8","Cuevas","392.75057","paid","San Francisco-Oakland-Hayward, CA","648","Passenger 10","49"
"Relient K","Chloe","F","9","Cuevas","189.04771","paid","San Francisco-Oakland-Hayward, CA","648","I Celebrate The Day (Digital Single)","49"
"Fonseca","Chloe","F","10","Cuevas","228.57098","paid","San Francisco-Oakland-Hayward, CA","648","Te Mando Flores","49"
"Hinder","Chloe","F","11","Cuevas","262.05995","paid","San Francisco-Oakland-Hayward, CA","648","Lips Of An Angel","49"
"Radney Foster","Kaylee","F","0","Summers","288.96608","free","Phoenix-Mesa-Scottsdale, AZ","661","Sweet And Wild","8"
"Tenacious D","Chloe","F","12","Cuevas","37.0673","paid","San Francisco-Oakland-Hayward, CA","648","Destiny","49"
"David Banner / Lil' Flip","Chloe","F","13","Cuevas","258.06322","paid","San Francisco-Oakland-Hayward, CA","648","Like A Pimp","49"
"Battles","Kaylee","F","1","Summers","118.85669","free","Phoenix-Mesa-Scottsdale, AZ","661","Snare Hangar","8"
"Carla Bruni","Chloe","F","14","Cuevas","163.02975","paid","San Francisco-Oakland-Hayward, CA","648","Quelqu'un M'a Dit (Album Version)","49"
"Hootie And The Blowfish","Chloe","F","15","Cuevas","194.58567","paid","San Francisco-Oakland-Hayward, CA","648","I Go Blind (LP Version)","49"
"La Polla Records","Chloe","F","16","Cuevas","69.98159","paid","San Francisco-Oakland-Hayward, CA","648","Lucky Man For You","49"
"Phish","Chloe","F","17","Cuevas","319.29424","paid","San Francisco-Oakland-Hayward, CA","648","Prince Caspian","49"
"Eminem / Nate Dogg","Chloe","F","18","Cuevas","297.9522","paid","San Francisco-Oakland-Hayward, CA","648","'Till I Collapse","49"
"Rise Against","Chloe","F","19","Cuevas","167.65342","paid","San Francisco-Oakland-Hayward, CA","648","But Tonight We Dance","49"
"Jimmy Eat World","Chloe","F","20","Cuevas","166.00771","paid","San Francisco-Oakland-Hayward, CA","648","The Middle","49"
"Josh Rouse","Chloe","F","21","Cuevas","264.25424","paid","San Francisco-Oakland-Hayward, CA","648","Street Lights","49"
"The Prodigy","Chloe","F","22","Cuevas","308.4273","paid","San Francisco-Oakland-Hayward, CA","648","Spitfire (Album Version)","49"
"Timbaland / Keri Hilson / D.O.E.","Chloe","F","23","Cuevas","179.25179","paid","San Francisco-Oakland-Hayward, CA","648","The Way I Are","49"
"Yann Tiersen","Chloe","F","24","Cuevas","55.69261","paid","San Francisco-Oakland-Hayward, CA","648","IV","49"
"Carolina Chocolate Drops","Chloe","F","25","Cuevas","147.46077","paid","San Francisco-Oakland-Hayward, CA","648","Cindy Gal (Album Version)","49"
"Mpiri","Chloe","F","26","Cuevas","269.92281","paid","San Francisco-Oakland-Hayward, CA","648","EG GLEÃÂIST SO HVÃÂRT JÃÂLAKVÃÂLD","49"
"Hollywood Undead","Chloe","F","27","Cuevas","174.2624","paid","San Francisco-Oakland-Hayward, CA","648","Dove And Grenade","49"
"Eminem","Chloe","F","28","Cuevas","248.58077","paid","San Francisco-Oakland-Hayward, CA","648","Just Lose It","49"
"Pearl Jam","Chloe","F","29","Cuevas","179.33016","paid","San Francisco-Oakland-Hayward, CA","648","Let Me Sleep (It's Christmas Time)","49"
"Limp Bizkit","Chloe","F","34","Cuevas","214.5171","paid","San Francisco-Oakland-Hayward, CA","648","Rollin' (Air Raid Vehicle)","49"
"Calogero","Chloe","F","35","Cuevas","264.202","paid","San Francisco-Oakland-Hayward, CA","648","Aussi Libre Que Moi","49"
"HELLYEAH","Chloe","F","36","Cuevas","58.95791","paid","San Francisco-Oakland-Hayward, CA","648","In the Mood","49"
"K'Naan","Chloe","F","37","Cuevas","220.49914","paid","San Francisco-Oakland-Hayward, CA","648","Wavin'  Flag","49"
"Cameo","Sylvie","F","0","Cruz","211.98322","free","Washington-Arlington-Alexandria, DC-VA-MD-WV","577","Word Up!","10"
"Beastie Boys","Chloe","F","38","Cuevas","172.22485","paid","San Francisco-Oakland-Hayward, CA","648","The Maestro","49"
"TrentemÃÂ¸ller","Chloe","F","39","Cuevas","247.562","paid","San Francisco-Oakland-Hayward, CA","648","Miss You","49"
"Eagle Seagull","Chloe","F","40","Cuevas","242.6771","paid","San Francisco-Oakland-Hayward, CA","648","You Can't Call Yourself A Secret","49"
"Luke Bryan","Chloe","F","41","Cuevas","175.17669","paid","San Francisco-Oakland-Hayward, CA","648","Rain Is A Good Thing","49"
"Steve Ouimette","Chloe","F","42","Cuevas","375.06567","paid","San Francisco-Oakland-Hayward, CA","648","The Devil Went Down To Georgia","49"
"Jill Scott","Chloe","F","43","Cuevas","231.52281","paid","San Francisco-Oakland-Hayward, CA","648","Golden","49"
"Edward Sharpe & The Magnetic Zeros","Chloe","F","44","Cuevas","306.31138","paid","San Francisco-Oakland-Hayward, CA","648","Home","49"
"Muse","Chloe","F","45","Cuevas","346.69669","paid","San Francisco-Oakland-Hayward, CA","648","Resistance","49"
"Usher featuring will.i.am","Chloe","F","46","Cuevas","395.72853","paid","San Francisco-Oakland-Hayward, CA","648","OMG","49"
"Nine Inch Nails","Chloe","F","47","Cuevas","254.71955","paid","San Francisco-Oakland-Hayward, CA","648","Gave Up","49"
"Franz Ferdinand","Chloe","F","48","Cuevas","254.79791","paid","San Francisco-Oakland-Hayward, CA","648","This Fire","49"
"America","Chloe","F","49","Cuevas","223.97342","paid","San Francisco-Oakland-Hayward, CA","648","Tin Man (Live)","49"
"Built To Spill","Chloe","F","51","Cuevas","357.642","paid","San Francisco-Oakland-Hayward, CA","648","Some (Album)","49"
"Gorillaz","Chloe","F","52","Cuevas","196.91057","paid","San Francisco-Oakland-Hayward, CA","648","Broken","49"
"The Killers","Jayden","M","32","Graves","246.80444","paid","Marinette, WI-MI","594","Read My Mind","25"
"Tamia","Jayden","M","33","Graves","243.09506","paid","Marinette, WI-MI","594","Officially Missing You (Radio Version)","25"
"Randy Crawford","Jayden","M","34","Graves","270.75873","paid","Marinette, WI-MI","594","Almaz","25"
"Frumpies","Jayden","M","35","Graves","134.47791","paid","Marinette, WI-MI","594","Hello Kitty","25"
"Julia Fordham","Jayden","M","36","Graves","279.50975","paid","Marinette, WI-MI","594","Girlfriend","25"
"The Black Keys","Jayden","M","37","Graves","239.59465","paid","Marinette, WI-MI","594","Unknown Brother","25"
"Georgia Satellites","Jayden","M","38","Graves","178.88608","paid","Marinette, WI-MI","594","Battleship Chains (LP Version)","25"
"M.I.A.","Jayden","M","40","Graves","206.13179","paid","Marinette, WI-MI","594","Paper Planes","25"
"Phish","Jayden","M","41","Graves","319.29424","paid","Marinette, WI-MI","594","Prince Caspian","25"
"Dislocation Dance","Maia","F","0","Burke","122.87955","free","Houston-The Woodlands-Sugar Land, TX","628","With A Smile On Your Face And A Frown In Your Heart","51"
"The Black Keys","Jayden","M","42","Graves","238.62812","paid","Marinette, WI-MI","594","Strange Times","25"
"John Hiatt","Jayden","M","43","Graves","242.442","paid","Marinette, WI-MI","594","Have A Little Faith In Me","25"
"Elvis Costello","Jayden","M","44","Graves","226.0371","paid","Marinette, WI-MI","594","Watching The Detectives","25"
"Son House","Jayden","M","45","Graves","239.38567","paid","Marinette, WI-MI","594","Death Letter Blues (Live)","25"
"Cyndi Lauper","Jayden","M","46","Graves","231.81016","paid","Marinette, WI-MI","594","She Bop","25"
"ÃÂtienne Daho","Jayden","M","47","Graves","231.3922","paid","Marinette, WI-MI","594","Paris Ailleurs (Live 1992)","25"
"Dragonforce","Jayden","M","48","Graves","345.5473","paid","Marinette, WI-MI","594","Cry of the Brave","25"
"Rise Against","Jayden","M","49","Graves","242.25914","paid","Marinette, WI-MI","594","Savior","25"
"Emmy The Great","Noah","M","0","Chavez","204.79955","free","Ogden-Clearfield, UT","530","Mia","94"
"Kings Of Leon","Jayden","M","50","Graves","231.81016","paid","Marinette, WI-MI","594","Use Somebody","25"
"Avenged Sevenfold","Jayden","M","51","Graves","283.76771","paid","Marinette, WI-MI","594","Unholy Confessions","25"
"A.B. Quintanilla III Y Los Kumbia Kings","Jayden","M","52","Graves","196.77995","paid","Marinette, WI-MI","594","Te Quiero A Ti","25"
"Coldplay","Jayden","M","53","Graves","228.62322","paid","Marinette, WI-MI","594","Only Superstition","25"
"B.o.B","Jayden","M","54","Graves","269.63546","paid","Marinette, WI-MI","594","Nothin' On You [feat. Bruno Mars] (Album Version)","25"
"Crystal Castles","Jayden","M","55","Graves","252.89098","paid","Marinette, WI-MI","594","Baptism","25"
"Justin Nozuka","Jayden","M","56","Graves","213.62893","paid","Marinette, WI-MI","594","Mr Therapy Man","25"
"Blackmore's Night","Jayden","M","57","Graves","201.40363","paid","Marinette, WI-MI","594","Sister Gypsy","25"
"Beirut","Kinsley","F","1","Young","239.0722","paid","Red Bluff, CA","658","Fountains And Tramways","85"
"Beck","Jayden","M","58","Graves","304.50893","paid","Marinette, WI-MI","594","End Of The Day","25"
"Arctic Monkeys","Kinsley","F","2","Young","177.84118","paid","Red Bluff, CA","658","Fake Tales Of San Francisco (Explicit)","85"
"Van Halen","Lily","F","0","Burns","227.44771","free","New York-Newark-Jersey City, NY-NJ-PA","727","Ain't Talkin'  'Bout Love (Remastered Version)","32"
"Secret Garden","Jayden","M","63","Graves","180.21832","paid","Marinette, WI-MI","594","Atlantia","25"
"Snow Patrol","Kinsley","F","3","Young","274.49424","paid","Red Bluff, CA","658","Chasing Cars","85"
"Rihanna","Lily","F","3","Burns","239.75138","free","New York-Newark-Jersey City, NY-NJ-PA","727","G4L","32"
"Bayside","Jayden","M","64","Graves","180.27057","paid","Marinette, WI-MI","594","Duality (Album Version)","25"
"Todd Barry","Kinsley","F","4","Young","126.82404","paid","Red Bluff, CA","658","Sugar Ray (LP Version)","85"
"Bayside","Jayden","M","65","Graves","243.64363","paid","Marinette, WI-MI","594","Montauk","25"
"Viki Mosholiou","Kinsley","F","5","Young","169.84771","paid","Red Bluff, CA","658","Milo Gia Ta Pedia Mou (2006 Digital Remaster)","85"
"Hatebreed","Kinsley","F","6","Young","124.42077","paid","Red Bluff, CA","658","Worlds Apart (Album Version)","85"
"Sonny Boy Williamson","Jayden","M","66","Graves","152.24118","paid","Marinette, WI-MI","594","Don't Start Me Talkin'","25"
"Shattered Realm","Kinsley","F","7","Young","108.45995","paid","Red Bluff, CA","658","Devil In Disguise","85"
"Timbaland / Katy Perry","Jayden","M","67","Graves","238.70649","paid","Marinette, WI-MI","594","If We Ever Meet Again","25"
"Sam and Dave","Kinsley","F","8","Young","157.28281","paid","Red Bluff, CA","658","Hold on I'm Coming","85"
"Sea Wolf","Kinsley","F","9","Young","225.802","paid","Red Bluff, CA","658","Black Dirt (Album)","85"
"Apocalyptica featuring Corey Taylor","Jayden","M","68","Graves","214.12526","paid","Marinette, WI-MI","594","I'm Not Jesus","25"
"Bomfunk MC's","Kinsley","F","10","Young","225.4624","paid","Red Bluff, CA","658","Rocking_ Just To Make Ya Move","85"
"Jets To Brazil","Jayden","M","69","Graves","571.03628","paid","Marinette, WI-MI","594","Rocket Boy","25"
"Tavares","Kinsley","F","11","Young","394.00444","paid","Red Bluff, CA","658","Heaven Must Be Missing An Angel","85"
